Category,SKU,Description,Specification,SP,MRP,SubCategory,productname,Size,imgurl3,imgurl2,imgurl1,stock
Head Tennis Racket Flexpoint Fire Pro, HEAD_TRFLEX,"
	Head Tennis Racket Flexpoint Fire Pro Composition: Liquidmetal Beam: 25 mm Head Size: 660 sq. cm. Lenght: 69,50 cm. String Pattern: 16 - 19 Recommended string tension: 26 - 24 Kp. Weight (Unstrung): 280 g",,"Rs. 5,000.00","Rs. 8,849.00",,Head Tennis Racket Flexpoint Fire Pro,,,,http://scssports.in/image/cache/data/total_dump/FXPFIRE-500x500.jpg, Out Of Stock
SG VS 319 Ultimate English Willow Cricket Bat, SG_CR1005,"
	The VS 319 Ultimate has been designed by the Nawab of Najafgarh – Virender Sehwag himself. Its just the way he likes a bat to be. Made from top-of-the-line English Willow Ultra Lightweight bat for comfort and ease Thick edges and curved blade and higher sweet spot for destructive precision The handle is made from premium, imported Saravak cane to deliver superior power and control New Chevtec grip for a superior sense of control Comes with a full length padded bat cover with adjustable strap Toe protector for better durability and maintaining the moisture level Available in SH",,"Rs. 6,800.00","Rs. 8,499.00",,SG VS 319 Ultimate English Willow Cricket Bat,,,,http://scssports.in/image/cache/data/vs319ultimate-500x500.jpg, Out Of Stock
Cosco Acra 48'' Basket Ball Board," Cosco Acra 48""",,"
		Transparent Shatter Proof 3mm Poly Carbonate,
		Back Board.,
		Adjustable Height 7.5 ft to 10 ft. (227 to 305 cm),
		18x16mm solid steel, black, 3 pcs of 3.5” (89mm),
		pole system .,
		Vinyl heavy duty base with transport wheel.,
		Can be filled with water or sand.,
		Net wt. : 42kg.",,,,Cosco Acra 48'' Basket Ball Board,,,,http://scssports.in/image/cache/data/cosco acra-500x500.jpg, In Stock
Prince Ektelon Quantum Squash Eye Wear, ID_150806,"
	","
		Ektelon Quantum Eyewear Features All Ektelon Eyewear is USRA Approved and meets all impact testing requirements of ASTM F803.,
		Blue polycarbonate vented lenses enchances ball visability,
		Cleaning Pouch,
		Anti-Fog Anti-Scratch  ,
		Ektelon Quantum Eyewear Overviews Innovative over-the-glasses design.,
		Superior optical quality, impact resistant polycarbonate lenses and frame, vented design for maximum air flow","Rs. 2,246.00","Rs. 2,495.00",,Prince Ektelon Quantum Squash Eye Wear,,,,http://scssports.in/image/cache/data/badminton/gut/ID_150806-500x500.jpg, Out Of Stock
Vijayanti Viper Hockey Stick - 34 inch, VIPER_34,"
	,
	Type - Hockey Stick  ,
	Ideal For - Senior    ,
	,
	","
		Material - Double Fiberglass  ,
		Design - Polyurethane Spray Paint  ,
		Grip - Poly Vinyl Chloride Leather    ,
		Other Features - Laminated Handle",Rs. 850.00,Rs. 900.00,,Vijayanti Viper Hockey Stick - 34 inch,,,,http://scssports.in/image/cache/data/hockey/vij_viper-500x500.jpg, In Stock
SG RSD Elite English Willow Cricket Bat, SG_CR1013,"
	Designed by The Wall – Rahul Dravid, RSD Elite is a traditional lightweight bat for the ultimate performance. Made from top-of-the-line English Willow. Lightweight bat for all round performance. Designed for comfort and ease. Thick edges and curved blade and higher sweet spot for destructive precision. The handle is made from premium, imported Sarawak cane to deliver superior power and control. New Chevtec grip for a superior sense of control. Comes with a full length padded bat cover with adjustable strap. Toe protector for better durability and maintaining the moisture level. Available in SH.",,"Rs. 6,160.00","Rs. 7,699.00",,SG RSD Elite English Willow Cricket Bat,,,,http://scssports.in/image/cache/data/total_dump/SG_CR1013-500x500.jpg, In Stock
GM Icon Premier Kashmir Willow Cricket Bat, 029826,,,"Rs. 1,958.00","Rs. 2,175.00",,GM Icon Premier Kashmir Willow Cricket Bat,,,,http://scssports.in/image/cache/data/gm/029826-500x500.jpg, In Stock
Wilson Steam 99S Tennis Racket, 032189,,,"Rs. 12,800.00","Rs. 15,999.00",,Wilson Steam 99S Tennis Racket,4 3/8                        ,,,http://scssports.in/image/cache/data/apparels/032189-500x500.jpg, In Stock
Stag T-3 Table Tennis Robot, t_3,"
	Stag T-3 Table Tennis Robot",,,,,Stag T-3 Table Tennis Robot,,,,http://scssports.in/image/cache/data/total_dump/T-3-500x500.jpg, In Stock
Cosco Prolite Thigh Pad , Cosco Prolite ,,"
		Cotton face.,
		Double density foam.",Rs. 340.00,Rs. 450.00,,Cosco Prolite Thigh Pad ,,,,http://scssports.in/image/cache/data/cosco p thigh-500x500.jpg, In Stock
Vijayanti Viper Hockey Stick - 33 inch, VIPER_33,"
	,
	Type - Hockey Stick  ,
	Ideal For - Senior    ,
	,
	","
		Material - Double Fiberglass  ,
		Design - Polyurethane Spray Paint  ,
		Grip - Poly Vinyl Chloride Leather    ,
		Other Features - Laminated Handle",Rs. 850.00,Rs. 900.00,,Vijayanti Viper Hockey Stick - 33 inch,,,,http://scssports.in/image/cache/data/hockey/vij_viper-500x500.jpg, In Stock
SCS Pool Ball Set (Pack of 16), 400163,"
	SCS Pool Ball Set (Pack of 16)",,"Rs. 1,062.00","Rs. 1,250.00",,SCS Pool Ball Set (Pack of 16),,,,http://scssports.in/image/cache/data/Pool/400163-500x500.png, In Stock
LP Finger Support 645, 036256,"
	LP Finger Support (Pack of 10),
	 ",,Rs. 338.00,Rs. 375.00,,LP Finger Support 645,,,,http://scssports.in/image/cache/data/LP645-500x500.jpg, In Stock
Artengo 710 Lawn Tennis Balls, ART_200212082,"
	Artengo Artengo 710 Lawn Tennis Balls Designed for children aged 6 to 8. The ball is the KEY to playing tennis!! Choose the ball that suits your level of ability. Packaging : Pack of 50 Pcs Weight : 38 g. Diameter : 64 mm. Structure : Depressurised. Colour : Yellow/orange. Composition : Felt and rubber core. Depressurised ball. Bounce : 50% rebound compared to a standard tennis ball, for better positioning. Durability : Very good. Directional control : Reasonable given that the ball is slow and doesnt spin easily. Available in Pack of 50 Pcs",,"Rs. 3,250.00","Rs. 3,250.00",,Artengo 710 Lawn Tennis Balls,,,,http://scssports.in/image/cache/data/tennis_balls/ART_200212082-500x500.jpg, Out Of Stock
Nike Men Charcoal Grey Portugal Football T-shirt, 303876,,,Rs. 876.00,"Rs. 1,095.00",,Nike Men Charcoal Grey Portugal Football T-shirt,,,,http://scssports.in/image/cache/data/apparels/303876-500x500.jpg, In Stock
Cosco Madrid Foot Ball, Cosco Madrid,"
	",,Rs. 405.00,Rs. 535.00,,Cosco Madrid Foot Ball,,,,http://scssports.in/image/cache/data/cosco mad-500x500.jpg, In Stock
SG Test Right Handed Mens Batting Gloves, BT_1611065,"
	These SG Test Batting Gloves for men are made for senior players of ages fifteen and above. The gloves are made of polyurethane and are full fingered for the complete protection of your hands. The palms are made of sheep leather and have pittards leather patches on those areas of the palm that wear faster. The gloves have cotton filled thumbs and toweled wristband cuffs which are kept in place with hook and loop fasteners. The gloves are ventilated through the nylon gussets and the perforations in palm fingers. More than three decades of manufacturing par excellence cricketing goods has made Sanspareils Greenlands the world's go-to company for any serious cricketer, setting new standards with every step. SG prides itself on a research & development team that comprises of world-class cricketers themselves ensuring a unique, first-hand perspective on the exact needs of any player.",,"Rs. 1,360.00","Rs. 1,699.00",,SG Test Right Handed Mens Batting Gloves,,,,http://scssports.in/image/cache/data/test-500x500.jpg, In Stock
GM Octane Striker Kashmir Willow Cricket Bat, 029851,,,"Rs. 1,481.00","Rs. 1,645.00",,GM Octane Striker Kashmir Willow Cricket Bat,,,,http://scssports.in/image/cache/data/gm/029851-500x500.jpg, In Stock
Li-Ning Badminton Racket Ultra Carbon UC 3920, LNG_100155,"
	Li-Ning Badminton Racket Ultra Carbon UC 3920  ","
		Grip Size : S2,
		Measurement : 76/25/30 cm,
		Gauge: 0.73 mm,
		Color: (Subject to availability),
		Composition : Carbon Fiber,
		Flex : Medium,
		Weight : W3 (85-89g),
		Racket Cover Included","Rs. 3,714.00","Rs. 6,190.00",,Li-Ning Badminton Racket Ultra Carbon UC 3920,,,,http://scssports.in/image/cache/data/badminton/rackets/uc_3920-500x500.jpg, Out Of Stock
Stiga JMS Control Table Tennis Blade, 035953,"
	Stiga JMS Control Table Tennis Blade,
	CONTROL: 80,
	SPEED: 58,
	VENEER: 5,
	ELASTICITY:FEELING,
	TYPE: AR",,Rs. 750.00,"Rs. 1,000.00",,Stiga JMS Control Table Tennis Blade,,,,http://scssports.in/image/cache/data/JMS Control-500x500.jpg, In Stock
Pro Kennex Utility Squash Eye Wear, ID_150803,"
	","
		Ektelon Quantum Eyewear Features All Ektelon Eyewear is USRA Approved and meets all impact testing requirements of ASTM F803.,
		Blue polycarbonate vented lenses enchances ball visability,
		Cleaning Pouch,
		Anti-Fog Anti-Scratch  ,
		Ektelon Quantum Eyewear Overviews Innovative over-the-glasses design.,
		Superior optical quality, impact resistant polycarbonate lenses and frame, vented design for maximum air flow",Rs. 750.00,Rs. 780.00,,Pro Kennex Utility Squash Eye Wear,"Junior                        (+Rs. 35.00)
                        ,Senior                        ",,http://scssports.in/image/cache/data/badminton/gut/ID_150804-500x500.jpg,http://scssports.in/image/cache/data/badminton/gut/ID_150803-500x500.jpg, Out Of Stock
Head N. Djokovic Tennis Backpack, HEAD_071372,"
	Head N. Djokovic Tennis Backpack The Head Djokovic backpack is a light and handy bag with plenty of storage for your tennis gear. The racket compartments can hold up to 2 rackets and the bag comes with racket hoody, designed to keep them safe and dry. Theres a large main pocket so you can store extras like your tennis shoes. Comes with a felt lined pocket for protection of valuable items. It has a thick padded back panel and adjustable shoulder straps for easy carrying. Alternatively has a carrying strap. Dimensions: L14"" x W19"" x H9.5"" Large main compartment Racquet compartment with auto-stop zippers and handle cover Front accessory compartment with organizer Vented shoe compartment Mesh water bottle/tennis ball side pouch Cell phone pocket on backpack strap Cushione back panel Adjustable padded shoulder straps Adjustable/hideable chest strap Padded carry handle High quality PVC free materials Climate Control Technology protects the equipment. CCT is a thermal foil that helps to protect the contents of the pockets from extreme temperatures, thereby reducing the risk of damage.",,"Rs. 3,225.00","Rs. 3,795.00",,Head N. Djokovic Tennis Backpack,,,,http://scssports.in/image/cache/data/total_dump/HEAD_071372-500x500.jpg, Out Of Stock
SG VS 319 Spark Batting Pads, 032900,"
	SG VS 319 Spark Batting Pads,
	 ",,"Rs. 1,260.00","Rs. 1,399.00",,SG VS 319 Spark Batting Pads,"Boys RH                        (+Rs. 208.00)
                        ,Youth RH                        (+Rs. 180.00)
                        ,Mens RH                        ",,,http://scssports.in/image/cache/data/Vs319spark1-500x500.jpg, In Stock
SCS BB/Board with Ring-SCS 130-With Ring, 400284,,,"Rs. 2,083.00","Rs. 2,450.00",,SCS BB/Board with Ring-SCS 130-With Ring,,,,http://scssports.in/image/cache/data/Pool/400284-500x500.png, In Stock
Butterfly Holycrown FL Table Tennis Blade, holycrown,,,"Rs. 7,826.00","Rs. 11,180.00",,Butterfly Holycrown FL Table Tennis Blade,,,,http://scssports.in/image/cache/data/total_dump/Holycrown-500x500.jpg, 2 - 3 Days
Friendship RITC 729 - Red Table Tennis Rubber, ID_150811,"
	Friendship RITC 729 - Red Table Tennis Rubber High speed inverted rubber Extremely light weight ULTRA thin responsive top sheet Astounding hybrid type spin (tacky and mechanical) ITTF/USATT/CTTA approved Specifications: Speed: 9 Spin: 11 Control: 12 Deception: 0 Sponge: 2.1mm This rubber comes with a film over the top but otherwise comes without packing.",,Rs. 428.00,Rs. 475.00,,Friendship RITC 729 - Red Table Tennis Rubber,Red                        ,,,http://scssports.in/image/cache/data/total_dump/ID_150811-500x500.jpg, In Stock
Head Tennis Racket Speed 23, HEAD_TRSP23,,,"Rs. 2,340.00","Rs. 2,925.00",,Head Tennis Racket Speed 23,,,,http://scssports.in/image/cache/data/total_dump/head-speed-23-500x500.jpg, In Stock
SCS Billiard Cue Hanger-SCS 61, 400215,,,Rs. 340.00,Rs. 400.00,,SCS Billiard Cue Hanger-SCS 61,,,,http://scssports.in/image/cache/data/Pool/400215-500x500.png, In Stock
SG RSD Pro English Willow Cricket Bat, SG_CR1011,"
	Designed by The Wall – Rahul Dravid, RSD Pro is a traditional lightweight bat for the ultimate performance. Made from the highest quality of English Willow. Lightweight bat designed for performance, comfort and ease. Thick edges and curved blade and higher sweet spot for destructive precision. The handle is made from premium, imported Sarawak cane to deliver superior power and control. New Chevtec grip for a superior sense of control. Comes with a full length padded bat cover with adjustable strap. Toe protector for better durability and maintaining the moisture level. Available in SH.",,"Rs. 4,800.00","Rs. 5,999.00",,SG RSD Pro English Willow Cricket Bat,,,,http://scssports.in/image/cache/data/total_dump/SG_CR1011-500x500.jpg, In Stock
Babolat Pure Strike 18/20 Tennis Racket (Strung), Pure Strike,"
	Babolat Pure Strike 18/20 Tennis Racket,
	 ",,"Rs. 15,750.00","Rs. 21,000.00",,Babolat Pure Strike 18/20 Tennis Racket (Strung),4 3/8                        ,,,http://scssports.in/image/cache/data/Pure Strike-500x500.jpg, In Stock
Cosco Jumbo Drive Cricket Bat , Cosco Jumbo Drive ,,"
		Kashmir Willow PREMIUM QUALITY..,
		Thick Edges & Bulge.,
		Superbly BALANCED with New GRAPHICS.,
		Fibre tape,
		Half length Bat Cover","Rs. 1,130.00","Rs. 1,505.00",,Cosco Jumbo Drive Cricket Bat ,,,,http://scssports.in/image/cache/data/cosco jumbo drive-500x500.jpg, In Stock
Head White Monster Combi Tennis Kitbag, white_monster,"
	Head White Monster Combi Tennis Kitbag - Material: 100% Polyurethan - Size: 76*33*36 - Racquet compartments for 12 racquets, one with CCT+ - 1 inside mesh pocket - Padded backpackstraps",,"Rs. 7,580.00","Rs. 9,475.00",,Head White Monster Combi Tennis Kitbag,,,,http://scssports.in/image/cache/data/total_dump/White Monster Combi-500x500.jpg, Out Of Stock
SS Heritage Cricket Kitbag, 033619,"
	SS Heritage Cricket Kitbag,
	,
	,
	,
	,
	",,Rs. 630.00,Rs. 700.00,,SS Heritage Cricket Kitbag,,,,http://scssports.in/image/cache/data/SS Heritage Cricket_Kit_Bag-500x500.jpg, In Stock
Arena Elite Hand Paddle, 24533,"
	FEATURES Flat hand paddle Smooth edge Multiple strap position Large hole in the center BENEFITS Perfect to improve stroke technique and build up strength Safe in the pool Custom fit Feel the pressure applied on the water MATERIALS Paddle: Polypropylene Strap: TPR **Actual Product and Color may vary. Colors subject to availability",,"Rs. 1,260.00","Rs. 1,400.00",,Arena Elite Hand Paddle,,,,http://scssports.in/image/cache/data/goggles/024533-500x500.png, Out Of Stock
Nike Tiempo Rio FG Football Shoes, 302572,,,"Rs. 2,156.00","Rs. 2,695.00",,Nike Tiempo Rio FG Football Shoes,UK 8                        ,,,http://scssports.in/image/cache/data/Nike/302572-500x500.jpg, In Stock
Butterfly Wakaba 1000 Table Tennis Bats, BFLY_020804,,,"Rs. 1,228.00","Rs. 1,535.00",,Butterfly Wakaba 1000 Table Tennis Bats,,,,http://scssports.in/image/cache/data/total_dump/BFLY_020804-500x500.jpg, In Stock
Head Nano Power 30 Badminton Racket, HEAD_238786,"
	Head Nano Power 30 Badminton Racket  ","
		Weight: 86 g ,
		Head size: 364 cm2 / 56.40 sq.inch,
		Balance: 288 mm,
		Length: 675 mm,
		Flex Index: Flexible,
		Technology: Nano Titanium,
		Head shape: HEAD Power Frame System,
		Frame: High-modulus graphite 30%, Graphite 70%","Rs. 2,250.00","Rs. 2,499.00",,Head Nano Power 30 Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/HEAD_238786-500x500.jpg, In Stock
Babolat Club Line X 12 Tennis Racket Holder - Blue, 751066-136,"
	Babolat Club Line X 12 Tennis Racket Holder - Blue",,"Rs. 3,000.00","Rs. 4,000.00",,Babolat Club Line X 12 Tennis Racket Holder - Blue,,,,http://scssports.in/image/cache/data/751066-136-500x500.jpg, In Stock
Unique Super Specs Squash Eye Wear, ID_150807,"
	,  ,
	","
		Unique Super Specs Eye Protectors Features Fog Free Anti-Scratch Coating,
		Full View with No Distortion,
		USRA Official Eyeguard Ajustable Woven Strap,
		Shipping Weight: 2 pounds  ,
		Unique Super Specs Eye Protectors Overview From Unique comes the Super Specs eye protectors.,
		Unique flow through ventilation design to minimize fogging.  ,
		Meets ASTM Impact Standards for Racquetball and Squash.  ,
		Official eyeguard of the USRA. ",Rs. 806.00,Rs. 849.00,,Unique Super Specs Squash Eye Wear,,,,http://scssports.in/image/cache/data/badminton/gut/ID_150807-500x500.jpg, In Stock
HEAD Youtek IG Prestige MP 25th Ann. Limited Edition Tennis Racket, HEAD_022664,,,"Rs. 12,000.00","Rs. 15,095.00",,HEAD Youtek IG Prestige MP 25th Ann. Limited Edition Tennis Racket,,,,http://scssports.in/image/cache/data/total_dump/HEAD_022664-500x500.jpg, 2 - 3 Days
Arena X-Ray Hi-Tech Swimming Goggles, 53981,"
	FEATURES Small fit Self adjusting nose bridge Dual head strap Carbon look print on the frame BENEFITS Hydrodynamic goggle, perfect for women s faces Comfortable and easy to use Secure fit Technical look MATERIALS LENS: Polycarbonate BODY AND SEAL: TPE STRAP: TPR **Actual Product and Color may vary. Colors subject to availability",,Rs. 792.00,Rs. 880.00,,Arena X-Ray Hi-Tech Swimming Goggles,,,,http://scssports.in/image/cache/data/goggles/053981-500x500.png, In Stock
SCS Billiard J Hook-SCS 63, 400217,"
	SCS Billiard J Hook-SCS 63",,Rs. 215.00,Rs. 250.00,,SCS Billiard J Hook-SCS 63,,,,http://scssports.in/image/cache/data/Pool/400217-500x500.png, In Stock
